customer_id,signup_date,country,acquisition_channel
4730,2023-07-28,Canada,Organic
4731,2023-11-13,Germany,LinkedIn
4732,2023-03-21,Canada,Google Ads
4733,2022-09-26,Germany,Google Ads
4734,2022-09-24,Canada,Google Ads
4735,2022-02-23,Canada,Google Ads
4736,2023-06-12,UK,Google Ads
4737,2023-06-04,USA,Google Ads
4738,2023-09-08,Canada,Google Ads
4739,2022-02-28,France,Google Ads
4740,2022-02-09,UK,Referral
4741,2022-08-25,USA,Google Ads
4742,2023-01-21,UK,LinkedIn
4743,2023-08-29,USA,Google Ads
4744,2023-12-17,Germany,Organic
4745,2023-10-12,Canada,Organic
4746,2022-10-27,France,LinkedIn
4747,2023-01-30,UK,LinkedIn
4748,2022-07-26,UK,Organic
4749,2022-12-02,UK,Google Ads
4750,2023-08-16,UK,Organic
4751,2023-12-31,Canada,LinkedIn
4752,2023-05-29,USA,LinkedIn
4753,2022-06-27,Canada,Google Ads
4754,2023-01-31,Germany,Referral
4755,2023-01-06,Canada,LinkedIn
4756,2023-10-20,Canada,LinkedIn
4757,2022-11-14,Germany,LinkedIn
4758,2023-01-04,Canada,Google Ads
4759,2023-01-19,USA,Google Ads
4760,2022-03-03,France,Referral
4761,2023-05-20,Germany,Google Ads
4762,2022-08-27,UK,Google Ads
4763,2022-07-14,USA,Google Ads
4764,2023-11-09,France,Google Ads
4765,2022-08-10,USA,Referral
4766,2022-03-02,USA,Google Ads
4767,2022-05-09,UK,Organic
4768,2023-11-16,France,LinkedIn
4769,2022-06-05,USA,LinkedIn
4770,2023-01-13,UK,Google Ads
4771,2023-09-14,Germany,LinkedIn
4772,2023-08-09,UK,Referral
4773,2023-03-13,Canada,Organic
4774,2022-07-26,UK,LinkedIn
4775,2023-01-23,UK,Referral
4776,2023-04-25,UK,Organic
4777,2022-12-06,USA,Google Ads
4778,2022-12-06,France,Google Ads
4779,2022-07-23,UK,LinkedIn
4780,2022-06-10,UK,Google Ads
4781,2023-06-24,Canada,Google Ads
4782,2023-01-27,Canada,LinkedIn
4783,2023-11-08,Germany,Google Ads
4784,2023-07-29,Germany,LinkedIn
4785,2023-06-18,Canada,Organic
4786,2022-03-11,France,Google Ads
4787,2023-02-09,Germany,Google Ads
4788,2023-08-31,France,Google Ads
4789,2023-11-06,Canada,Google Ads
4790,2023-08-14,Germany,Google Ads
4791,2023-06-01,UK,Google Ads
4792,2022-04-30,Canada,Referral
4793,2023-11-21,Germany,Google Ads
4794,2023-11-19,France,LinkedIn
4795,2022-08-05,France,Organic
4796,2022-02-25,Germany,LinkedIn
4797,2023-01-01,France,Referral
4798,2023-11-30,Germany,Google Ads
4799,2023-05-19,Germany,LinkedIn
4800,2023-03-31,France,Google Ads
4801,2022-04-14,USA,Google Ads
4802,2022-03-18,UK,Organic
4803,2022-08-18,Canada,Google Ads
4804,2022-09-15,UK,Google Ads
4805,2022-09-21,Canada,Organic
4806,2022-11-27,Canada,Organic
4807,2022-07-01,UK,Google Ads
4808,2023-07-04,Germany,Google Ads
4809,2023-11-19,France,Referral
4810,2022-01-27,USA,LinkedIn
4811,2022-10-03,USA,Google Ads
4812,2023-10-14,USA,Referral
4813,2022-10-26,UK,Organic
4814,2022-04-01,UK,Google Ads
4815,2023-04-25,Germany,Organic
4816,2023-07-27,USA,Organic
4817,2023-04-03,Germany,Google Ads
4818,2023-03-27,USA,LinkedIn
4819,2022-12-31,UK,Google Ads
4820,2023-11-06,France,LinkedIn
4821,2022-12-17,France,LinkedIn
4822,2023-10-17,France,Google Ads
4823,2023-02-04,France,LinkedIn
4824,2022-09-10,Canada,Organic
4825,2023-04-04,USA,Google Ads
4826,2023-11-30,France,Google Ads
4827,2023-05-14,Canada,Google Ads
4828,2023-05-23,Canada,Referral
4829,2022-10-31,Canada,Organic
4830,2023-05-16,Germany,Organic
4831,2023-08-21,Germany,Referral
4832,2022-06-15,Canada,Referral
4833,2023-02-19,France,Google Ads
4834,2023-04-07,USA,Google Ads
4835,2022-04-24,UK,Referral
4836,2023-03-09,Germany,Referral
4837,2022-12-22,France,Referral
4838,2023-11-26,France,Organic
4839,2022-07-26,UK,LinkedIn
4840,2022-08-23,UK,LinkedIn
4841,2023-03-18,France,Google Ads
4842,2022-12-21,UK,Organic
4843,2023-05-30,France,LinkedIn
4844,2022-07-27,UK,Organic
4845,2023-12-10,UK,Referral
4846,2022-05-05,France,Referral
4847,2022-05-18,Canada,Referral
4848,2022-12-05,France,Google Ads
4849,2023-06-21,USA,LinkedIn
4850,2022-03-09,UK,Organic
4851,2023-07-27,Germany,Google Ads
4852,2023-06-25,UK,Google Ads
4853,2023-01-18,USA,LinkedIn
4854,2022-01-19,Germany,Google Ads
4855,2023-11-14,Germany,LinkedIn
4856,2023-03-26,France,LinkedIn
4857,2022-03-15,Canada,Google Ads
4858,2023-07-27,France,Organic
4859,2023-10-27,Germany,Referral
4860,2022-10-03,Germany,Organic
4861,2022-02-17,Canada,LinkedIn
4862,2022-07-30,UK,Organic
4863,2023-10-13,Canada,Google Ads
4864,2023-09-14,France,Google Ads
4865,2023-11-26,UK,Google Ads
4866,2023-06-24,France,Referral
4867,2023-12-10,Canada,Organic
4868,2022-07-10,UK,Referral
4869,2022-11-11,Canada,Organic
4870,2023-07-17,USA,Google Ads
4871,2023-10-23,Germany,Google Ads
4872,2023-07-16,UK,Organic
4873,2022-04-23,Germany,Referral
4874,2022-06-19,USA,LinkedIn
4875,2023-04-13,UK,Google Ads
4876,2023-11-09,Germany,Organic
4877,2022-01-14,Germany,Referral
4878,2023-12-16,UK,LinkedIn
4879,2022-10-15,Germany,Google Ads
4880,2022-07-08,Germany,Referral
4881,2022-06-04,UK,Organic
4882,2023-07-21,Germany,Organic
4883,2023-11-25,Germany,Google Ads
4884,2023-12-23,France,Google Ads
4885,2023-04-16,France,Referral
4886,2022-03-16,USA,Google Ads
4887,2022-10-04,France,LinkedIn
4888,2023-10-07,France,Google Ads
4889,2022-12-09,USA,Google Ads
4890,2023-03-01,Germany,LinkedIn
4891,2023-07-25,Germany,Referral
4892,2023-05-26,France,LinkedIn
4893,2022-07-01,USA,Organic
4894,2023-04-03,Germany,Google Ads
4895,2022-03-05,Canada,LinkedIn
4896,2022-09-17,UK,Google Ads
4897,2022-07-12,UK,Referral
4898,2023-10-17,UK,Google Ads
4899,2023-09-08,France,Google Ads
4900,2023-02-10,UK,Google Ads
4901,2023-12-27,UK,Google Ads
4902,2023-12-22,Canada,Organic
4903,2022-04-03,Germany,LinkedIn
4904,2023-03-06,Canada,Organic
4905,2023-10-16,France,Referral
4906,2023-03-10,UK,Google Ads
4907,2023-02-08,Germany,Google Ads
4908,2023-03-10,UK,Google Ads
4909,2022-04-22,UK,Google Ads
4910,2023-01-10,France,LinkedIn
4911,2022-02-28,UK,Referral
4912,2022-02-12,USA,Google Ads
4913,2022-07-26,Germany,Google Ads
4914,2022-10-23,Germany,Google Ads
4915,2022-04-28,USA,Google Ads
4916,2023-06-16,France,Google Ads
4917,2022-08-10,UK,LinkedIn
4918,2022-06-15,UK,Google Ads
4919,2023-10-05,Germany,LinkedIn
4920,2022-06-05,France,Google Ads
4921,2022-07-03,France,Google Ads
4922,2022-03-31,France,Organic
4923,2022-04-04,UK,Referral
4924,2022-01-13,France,Google Ads
4925,2023-03-14,USA,Organic
4926,2023-06-22,Canada,Google Ads
4927,2023-08-10,France,Google Ads
4928,2022-05-30,Canada,LinkedIn
4929,2023-10-22,UK,LinkedIn
4930,2022-01-08,France,Google Ads
4931,2022-01-29,Germany,Google Ads
4932,2022-10-23,UK,Organic
4933,2023-12-22,USA,Google Ads
4934,2023-10-02,USA,Google Ads
4935,2022-12-06,Canada,Referral
4936,2023-09-20,Canada,Organic
4937,2023-03-15,Germany,Google Ads
4938,2022-05-24,Germany,LinkedIn
4939,2023-06-03,USA,Referral
4940,2022-02-14,France,Referral
4941,2022-08-27,USA,LinkedIn
4942,2022-06-04,USA,Organic
4943,2022-06-30,Germany,Google Ads
4944,2022-08-03,Canada,Google Ads
4945,2022-03-29,Germany,Organic
4946,2022-09-13,Germany,LinkedIn
4947,2023-05-26,Germany,Referral
4948,2022-03-14,USA,Referral
4949,2022-06-28,France,LinkedIn
4950,2022-07-31,USA,LinkedIn
4951,2022-08-22,UK,Organic
4952,2023-04-10,Germany,Referral
4953,2022-08-11,Germany,Google Ads
4954,2023-09-23,UK,LinkedIn
4955,2022-09-21,Germany,Referral
4956,2022-07-26,Germany,Referral
4957,2023-08-30,Germany,Referral
4958,2023-01-01,UK,Google Ads
4959,2022-10-03,USA,Referral
4960,2023-01-15,Germany,LinkedIn
4961,2022-11-05,France,LinkedIn
4962,2023-09-23,UK,Referral
4963,2022-09-25,Canada,Google Ads
4964,2022-03-05,UK,Referral
4965,2022-12-16,USA,LinkedIn
4966,2023-05-09,UK,Referral
4967,2023-06-07,Canada,LinkedIn
4968,2022-04-08,France,Referral
4969,2022-03-12,Canada,Google Ads
4970,2022-12-30,UK,LinkedIn
4971,2023-07-24,Canada,Google Ads
4972,2022-10-03,UK,Referral
4973,2022-02-19,France,Google Ads
4974,2022-12-24,France,Google Ads
4975,2023-12-29,USA,Referral
4976,2023-07-18,France,Referral
4977,2023-04-30,Germany,LinkedIn
4978,2022-03-25,Canada,LinkedIn
4979,2023-09-30,Canada,LinkedIn
4980,2023-08-07,UK,Referral
4981,2022-10-23,France,LinkedIn
4982,2022-08-24,USA,Referral
4983,2022-02-25,USA,Referral
4984,2022-12-26,USA,Referral
4985,2022-04-20,Germany,Organic
4986,2022-07-11,France,Google Ads
4987,2022-04-03,USA,Organic
4988,2023-07-22,Germany,Google Ads
4989,2022-03-01,Canada,Google Ads
4990,2023-10-12,UK,Google Ads
4991,2022-02-08,France,LinkedIn
4992,2023-06-24,France,Google Ads
4993,2022-02-18,Canada,Organic
4994,2023-02-24,France,Organic
4995,2023-09-29,France,LinkedIn
4996,2022-01-13,France,Referral
4997,2022-02-05,France,Organic
4998,2022-04-11,Germany,Organic
4999,2022-03-27,Germany,Referral
5000,2023-05-31,UK,LinkedIn
5001,2022-08-11,France,Referral
5002,2022-12-04,Canada,Referral
5003,2022-06-15,USA,Google Ads
5004,2023-01-18,UK,Referral
5005,2023-01-11,USA,Google Ads
5006,2023-04-16,USA,Google Ads
5007,2023-10-04,France,LinkedIn
5008,2022-01-31,Canada,Organic
5009,2023-01-10,USA,Organic
5010,2022-01-11,USA,Referral
5011,2022-10-29,UK,LinkedIn
5012,2022-04-06,Canada,Google Ads
5013,2022-07-09,Canada,LinkedIn
5014,2023-03-29,USA,Google Ads
5015,2022-07-11,Canada,Google Ads
5016,2023-05-01,UK,LinkedIn
5017,2022-09-23,UK,Google Ads
5018,2023-02-28,UK,Google Ads
5019,2022-05-08,France,Organic
5020,2022-08-26,USA,Google Ads
5021,2022-12-21,Canada,Google Ads
5022,2022-04-22,UK,Google Ads
5023,2023-03-22,USA,Google Ads
5024,2022-12-09,USA,Google Ads
5025,2022-05-25,France,LinkedIn
5026,2022-03-06,Canada,Google Ads
5027,2022-09-04,Canada,Organic
5028,2023-05-05,UK,Google Ads
5029,2023-03-15,UK,Referral
5030,2022-04-16,USA,LinkedIn
5031,2022-06-30,Canada,LinkedIn
5032,2022-07-03,Canada,LinkedIn
5033,2022-08-14,UK,Organic
5034,2022-03-30,Germany,Google Ads
5035,2023-11-19,USA,Referral
5036,2023-06-14,Canada,Organic
5037,2023-01-06,France,Google Ads
5038,2023-02-03,France,Google Ads
5039,2022-04-16,Germany,Google Ads
5040,2022-09-28,UK,LinkedIn
5041,2023-05-18,UK,Google Ads
5042,2023-11-10,UK,Google Ads
5043,2023-06-09,France,Referral
5044,2022-02-01,UK,LinkedIn
5045,2023-01-28,France,Google Ads
5046,2022-02-09,Germany,Google Ads
5047,2023-10-22,USA,LinkedIn
5048,2022-08-06,Canada,Organic
5049,2024-01-01,Germany,LinkedIn
5050,2022-03-23,France,LinkedIn
5051,2023-12-21,Germany,Google Ads
5052,2022-07-20,Canada,Google Ads
5053,2023-03-23,USA,Referral
5054,2023-03-04,Canada,Organic
5055,2022-02-07,France,Referral
5056,2022-07-30,Canada,Organic
5057,2023-03-20,Germany,Organic
5058,2022-11-23,UK,Google Ads
5059,2022-08-15,Germany,Google Ads
5060,2022-02-17,France,Google Ads
5061,2022-01-18,USA,Google Ads
5062,2023-03-15,Canada,Google Ads
5063,2023-12-09,USA,Organic
5064,2022-07-06,France,Google Ads
5065,2022-12-11,Canada,Google Ads
5066,2022-08-12,Germany,Google Ads
5067,2023-05-03,Germany,Organic
5068,2022-08-17,France,LinkedIn
5069,2023-01-25,Canada,Organic
5070,2023-08-12,Germany,Organic
5071,2022-07-07,France,Referral
5072,2022-09-27,France,Google Ads
5073,2023-08-30,USA,Google Ads
5074,2022-11-06,Germany,Google Ads
5075,2022-05-12,Canada,LinkedIn
5076,2023-07-05,Germany,Google Ads
5077,2022-03-13,Germany,Google Ads
5078,2023-11-03,Germany,LinkedIn
5079,2022-07-06,France,LinkedIn
5080,2023-05-01,UK,LinkedIn
5081,2022-07-10,UK,Google Ads
5082,2023-02-26,USA,Organic
5083,2022-04-30,Germany,Referral
5084,2022-08-08,UK,Google Ads
5085,2022-02-22,USA,LinkedIn
5086,2023-03-27,France,Organic
5087,2023-02-16,Germany,Google Ads
5088,2023-10-05,Canada,Google Ads
5089,2022-08-25,France,Referral
5090,2023-12-21,USA,Google Ads
5091,2023-02-10,France,Organic
5092,2023-08-31,Canada,Google Ads
5093,2023-02-26,France,LinkedIn
5094,2023-12-13,USA,LinkedIn
5095,2022-09-04,Canada,Referral
5096,2022-03-13,Canada,Google Ads
5097,2022-07-04,France,Google Ads
5098,2022-01-06,Canada,Google Ads
5099,2022-07-25,France,Google Ads
5100,2023-06-28,Germany,Google Ads
5101,2023-09-03,Canada,Organic
5102,2023-01-22,France,Google Ads
5103,2023-11-30,Germany,LinkedIn
5104,2022-03-17,Canada,Referral
5105,2022-06-26,Germany,LinkedIn
5106,2022-12-15,Canada,Organic
5107,2022-09-12,USA,Google Ads
5108,2023-12-03,USA,Organic
5109,2022-11-04,France,LinkedIn
5110,2022-12-11,UK,Organic
5111,2022-05-07,USA,LinkedIn
5112,2022-10-14,UK,Referral
5113,2023-12-26,Germany,Google Ads
5114,2023-08-19,Germany,Google Ads
5115,2023-05-02,UK,Referral
5116,2023-01-18,France,Organic
5117,2023-02-10,Canada,LinkedIn
5118,2023-01-23,UK,Google Ads
5119,2023-06-09,UK,Organic
5120,2023-07-11,UK,LinkedIn
5121,2023-10-01,UK,Google Ads
5122,2023-09-18,UK,Google Ads
5123,2022-10-03,France,Google Ads
5124,2023-05-15,USA,Organic
5125,2023-12-18,Canada,Organic
5126,2022-12-03,USA,Google Ads
5127,2023-04-26,UK,Google Ads
5128,2022-09-30,USA,LinkedIn
5129,2022-02-27,France,Organic
5130,2022-11-24,Germany,LinkedIn
5131,2024-01-01,USA,LinkedIn
5132,2022-04-19,Canada,Google Ads
5133,2022-10-06,France,Referral
5134,2023-11-17,Germany,Google Ads
5135,2022-11-24,France,Organic
5136,2022-11-11,UK,Google Ads
5137,2023-04-19,Germany,Organic
5138,2022-04-21,Canada,Google Ads
5139,2023-11-30,Germany,Organic
5140,2022-08-17,Canada,Google Ads
5141,2023-05-12,UK,Referral
5142,2022-06-05,Canada,LinkedIn
5143,2023-04-18,France,Google Ads
5144,2023-12-02,USA,Organic
5145,2022-09-29,France,Referral
5146,2022-01-02,France,Referral
5147,2023-12-23,Germany,Organic
5148,2023-05-26,UK,Organic
5149,2022-10-13,USA,Referral
5150,2022-01-13,Canada,Organic
5151,2023-08-31,Germany,Google Ads
5152,2023-05-13,UK,Google Ads
5153,2022-08-26,USA,Referral
5154,2022-04-04,France,Google Ads
5155,2022-12-04,UK,Referral
5156,2022-06-20,UK,Google Ads
5157,2023-08-29,UK,Referral
5158,2023-10-23,France,Organic
5159,2023-09-16,Canada,Referral
5160,2023-07-21,Germany,Organic
5161,2023-04-12,Canada,LinkedIn
5162,2023-09-20,USA,Google Ads
5163,2022-05-23,Germany,Google Ads
5164,2022-07-20,USA,Google Ads
5165,2022-06-29,France,Organic
5166,2023-12-15,Canada,Google Ads
5167,2022-12-30,UK,Google Ads
5168,2023-04-24,Germany,Organic
5169,2023-07-19,UK,LinkedIn
5170,2023-04-16,USA,Google Ads
5171,2023-01-19,UK,Google Ads
5172,2023-11-23,UK,Organic
5173,2023-02-21,France,Organic
5174,2022-11-04,France,Google Ads
5175,2023-10-11,Canada,Referral
5176,2023-11-25,USA,Organic
5177,2023-01-02,France,LinkedIn
5178,2022-01-01,France,Organic
5179,2022-02-13,Canada,Referral
5180,2022-04-08,Germany,Organic
5181,2023-12-21,Canada,Google Ads
5182,2022-09-22,UK,Google Ads
5183,2022-05-20,UK,LinkedIn
5184,2023-04-26,France,Referral
5185,2022-08-25,France,Organic
5186,2022-03-13,Canada,Google Ads
5187,2023-10-29,Canada,Organic
5188,2022-07-09,USA,Google Ads
5189,2022-09-25,UK,LinkedIn
5190,2022-11-17,Canada,Google Ads
5191,2022-04-17,Germany,LinkedIn
5192,2022-08-20,USA,LinkedIn
5193,2022-02-11,Canada,Google Ads
5194,2023-12-03,France,Google Ads
5195,2022-05-19,Canada,Referral
5196,2023-09-07,France,Organic
5197,2023-11-14,France,Google Ads
5198,2022-09-30,UK,Google Ads
5199,2023-04-26,UK,Google Ads
5200,2023-02-20,Canada,Organic
5201,2023-05-21,Canada,Google Ads
5202,2023-12-26,Germany,Google Ads
5203,2023-02-28,USA,LinkedIn
5204,2023-02-11,USA,LinkedIn
5205,2023-07-22,Canada,Google Ads
5206,2023-01-25,UK,Organic
5207,2022-12-08,Germany,LinkedIn
5208,2023-09-06,USA,Referral
5209,2023-05-08,Canada,Google Ads
5210,2022-07-11,UK,Organic
5211,2023-05-14,UK,Google Ads
5212,2023-12-13,UK,Google Ads
5213,2022-08-21,France,Google Ads
5214,2022-08-15,UK,LinkedIn
5215,2023-01-06,Canada,Referral
5216,2022-05-19,Germany,LinkedIn
5217,2022-05-29,Canada,Google Ads
5218,2022-04-25,UK,LinkedIn
5219,2023-03-26,Germany,LinkedIn
5220,2022-03-04,USA,Google Ads
5221,2022-04-14,USA,Organic
5222,2023-10-30,Canada,Google Ads
5223,2022-09-30,Germany,LinkedIn
5224,2022-01-06,Canada,Google Ads
5225,2022-05-27,Germany,Referral
5226,2022-07-03,Germany,Organic
5227,2022-01-28,Canada,Organic
5228,2023-07-04,Germany,Google Ads
5229,2022-04-29,UK,Referral
5230,2022-10-20,Germany,Google Ads
5231,2023-01-06,Germany,Organic
5232,2022-09-01,Canada,Referral
5233,2023-08-03,USA,Google Ads
5234,2023-12-27,France,Google Ads
5235,2022-08-06,Germany,Organic
5236,2022-06-26,France,Referral
5237,2022-10-26,Germany,Google Ads
5238,2023-11-07,Canada,Google Ads
5239,2022-02-27,Canada,Google Ads
5240,2022-09-26,Germany,LinkedIn
5241,2022-11-04,Canada,Organic
5242,2023-07-24,Canada,Organic
5243,2022-10-15,Germany,Referral
5244,2022-04-15,USA,Organic
5245,2022-08-16,Germany,Referral
5246,2022-09-04,USA,Google Ads
5247,2023-12-01,Canada,Organic
5248,2023-05-09,USA,Google Ads
5249,2022-03-24,Canada,Google Ads
5250,2022-07-05,USA,Organic
5251,2022-09-09,USA,Google Ads
5252,2022-12-21,Germany,LinkedIn
5253,2023-11-27,USA,Organic
5254,2022-07-29,Canada,Referral
5255,2023-09-01,Germany,Google Ads
5256,2023-03-23,USA,Google Ads
5257,2023-04-05,Germany,Google Ads
5258,2023-04-17,France,Referral
5259,2023-12-21,Germany,LinkedIn
5260,2023-01-05,France,Referral
5261,2023-05-07,France,Referral
5262,2022-05-17,Germany,Referral
5263,2023-01-02,Canada,Referral
5264,2022-07-03,Canada,Organic
5265,2023-08-11,Canada,Google Ads
5266,2022-10-14,UK,Organic
5267,2023-04-17,France,Referral
5268,2023-01-10,Germany,Google Ads
5269,2023-10-16,Canada,Google Ads
5270,2023-06-21,Canada,Google Ads
5271,2023-05-26,Germany,LinkedIn
5272,2023-08-02,France,Google Ads
5273,2022-09-07,Germany,Organic
5274,2023-05-25,UK,Referral
5275,2023-09-22,UK,Organic
5276,2022-03-14,Germany,Google Ads
5277,2022-10-09,France,Google Ads
5278,2022-12-26,Canada,Google Ads
5279,2022-01-10,UK,Google Ads
5280,2022-07-30,UK,Organic
5281,2022-06-01,France,Google Ads
5282,2022-01-05,UK,Referral
5283,2022-07-14,UK,Google Ads
5284,2022-10-10,France,Referral
5285,2023-04-09,Germany,Organic
5286,2022-04-23,Canada,LinkedIn
5287,2022-09-28,Canada,LinkedIn
5288,2022-06-12,UK,Google Ads
5289,2023-04-05,Canada,Organic
5290,2022-04-15,Germany,LinkedIn
5291,2023-11-24,UK,Referral
5292,2023-07-10,Canada,Referral
5293,2022-10-09,USA,Organic
5294,2023-11-18,USA,Referral
5295,2022-06-11,USA,LinkedIn
5296,2022-12-17,USA,Referral
5297,2023-03-10,USA,Google Ads
5298,2022-05-20,UK,LinkedIn
5299,2023-04-16,France,LinkedIn
5300,2022-05-12,France,Referral
5301,2022-03-28,UK,LinkedIn
5302,2023-11-19,UK,Google Ads
5303,2022-07-02,Germany,LinkedIn
5304,2023-01-03,France,Organic
5305,2022-05-09,USA,Organic
5306,2022-09-03,UK,Google Ads
5307,2023-08-24,USA,Referral
5308,2023-08-01,France,Organic
5309,2023-11-01,Canada,Referral
5310,2023-01-13,Canada,Referral
5311,2022-05-29,UK,Organic
5312,2023-03-09,Germany,Referral
5313,2023-09-20,USA,Referral
5314,2023-12-27,UK,Google Ads
5315,2023-04-14,Germany,Google Ads
5316,2023-03-22,USA,Google Ads
5317,2023-04-26,France,Organic
5318,2022-10-21,Canada,Referral
5319,2022-05-23,Germany,Referral
5320,2022-09-07,USA,Organic
5321,2022-10-29,UK,LinkedIn
5322,2022-01-25,USA,LinkedIn
5323,2022-03-11,UK,Google Ads
5324,2023-09-17,Canada,Organic
5325,2022-04-22,Canada,Google Ads
5326,2022-12-30,USA,Google Ads
5327,2022-10-30,USA,Google Ads
5328,2023-04-16,UK,Google Ads
5329,2022-04-01,UK,Google Ads
5330,2023-06-14,Germany,LinkedIn
5331,2023-10-23,Germany,Google Ads
5332,2023-12-27,Germany,LinkedIn
5333,2023-10-25,USA,Google Ads
5334,2022-07-11,Germany,Google Ads
5335,2023-07-06,USA,Referral
5336,2022-08-30,Canada,Organic
5337,2022-05-18,France,Organic
5338,2022-12-11,Canada,Organic
5339,2022-06-29,USA,LinkedIn
5340,2023-12-13,USA,LinkedIn
5341,2023-05-18,France,LinkedIn
5342,2022-07-22,UK,LinkedIn
5343,2023-07-27,UK,Google Ads
5344,2022-07-11,UK,Referral
5345,2022-01-05,Germany,Google Ads
5346,2022-08-25,UK,Referral
5347,2023-11-24,Germany,Referral
5348,2022-11-07,Germany,Google Ads
5349,2023-07-03,UK,Google Ads
5350,2022-02-25,UK,Google Ads
5351,2023-03-19,France,Organic
5352,2022-08-25,France,Google Ads
5353,2022-07-16,Germany,Google Ads
5354,2023-08-08,France,Organic
5355,2023-07-25,Germany,Referral
5356,2023-05-29,USA,Google Ads
5357,2023-03-25,Germany,Google Ads
5358,2022-12-26,Germany,Google Ads
5359,2023-12-01,France,Google Ads
5360,2022-01-30,USA,Google Ads
5361,2022-04-18,Canada,Referral
5362,2023-08-25,Canada,Organic
5363,2023-12-18,Canada,Referral
5364,2023-03-21,USA,LinkedIn
5365,2023-03-14,UK,Google Ads
5366,2023-08-29,USA,Google Ads
5367,2023-04-02,France,Organic
5368,2023-09-07,Germany,Google Ads
5369,2023-11-29,Germany,Organic
5370,2023-11-27,France,Referral
5371,2023-05-10,France,Organic
5372,2023-11-05,Germany,Google Ads
5373,2022-09-04,UK,Google Ads
5374,2023-06-27,UK,LinkedIn
5375,2023-07-18,UK,LinkedIn
5376,2023-08-11,France,Google Ads
5377,2023-03-15,Germany,Organic
5378,2022-10-05,Germany,Google Ads
5379,2023-07-06,Germany,Google Ads
5380,2023-09-05,USA,Referral
5381,2022-04-21,USA,LinkedIn
5382,2023-01-20,Canada,Organic
5383,2022-07-10,USA,Referral
5384,2023-05-05,UK,Google Ads
5385,2023-11-25,UK,LinkedIn
5386,2023-03-02,UK,Google Ads
5387,2023-02-09,UK,Referral
5388,2022-12-01,Canada,Referral
5389,2022-07-28,UK,Google Ads
5390,2022-01-22,France,Referral
5391,2023-11-09,France,Referral
5392,2023-09-03,France,LinkedIn
5393,2022-07-27,USA,LinkedIn
5394,2022-01-08,Germany,Google Ads
5395,2023-12-03,Canada,Google Ads
5396,2023-11-18,France,Google Ads
5397,2023-06-13,France,Google Ads
5398,2023-08-25,UK,LinkedIn
5399,2023-10-15,France,Organic
5400,2023-10-19,UK,LinkedIn
5401,2022-06-15,UK,LinkedIn
5402,2023-05-11,Germany,Referral
5403,2023-08-13,USA,Google Ads
5404,2023-03-05,UK,Organic
5405,2022-06-12,UK,Organic
5406,2023-01-01,Germany,Referral
5407,2023-06-10,UK,Google Ads
5408,2022-08-27,Canada,LinkedIn
5409,2022-03-13,USA,Google Ads
5410,2023-03-21,Canada,LinkedIn
5411,2023-10-17,France,Organic
5412,2023-05-24,USA,Google Ads
5413,2022-09-26,France,Organic
5414,2023-02-19,UK,Organic
5415,2022-09-02,Germany,Organic
5416,2023-11-06,Canada,Referral
5417,2022-03-01,France,Google Ads
5418,2022-01-06,UK,Referral
5419,2023-12-10,Canada,Referral
5420,2023-07-24,Canada,Google Ads
5421,2023-02-11,France,Referral
5422,2022-08-05,UK,LinkedIn
5423,2022-01-26,Germany,Google Ads
5424,2022-01-05,France,Google Ads
5425,2023-06-16,Canada,Google Ads
5426,2023-01-25,Canada,LinkedIn
5427,2023-12-11,USA,LinkedIn
5428,2023-07-25,UK,Google Ads
5429,2023-03-24,USA,Organic
5430,2022-05-26,Germany,Google Ads
5431,2023-01-23,France,Referral
5432,2022-09-06,Canada,LinkedIn
5433,2023-06-10,UK,LinkedIn
5434,2023-04-07,Canada,Google Ads
5435,2022-01-13,USA,Organic
5436,2023-01-19,USA,Organic
5437,2023-07-10,France,Referral
5438,2023-02-03,UK,Referral
5439,2022-01-19,UK,Google Ads
5440,2023-07-29,France,Referral
5441,2023-05-06,USA,Referral
5442,2023-02-23,USA,LinkedIn
5443,2022-12-03,USA,Referral
5444,2023-02-23,Canada,LinkedIn
5445,2023-09-04,Germany,Google Ads
5446,2023-11-06,USA,Google Ads
5447,2022-05-02,Germany,Google Ads
5448,2023-03-08,Germany,Google Ads
5449,2022-02-13,UK,Referral
5450,2022-11-13,France,LinkedIn
5451,2023-01-16,Canada,LinkedIn
5452,2022-05-25,Germany,Referral
5453,2022-11-23,Canada,LinkedIn
5454,2022-12-29,UK,Google Ads
5455,2022-02-19,USA,Google Ads
5456,2022-03-06,Germany,Google Ads
5457,2022-12-21,France,LinkedIn
5458,2022-06-13,UK,Google Ads
5459,2022-05-21,Canada,Google Ads
5460,2022-05-08,USA,Referral
5461,2023-02-02,Canada,Organic
5462,2023-04-08,France,LinkedIn
5463,2022-07-06,Germany,LinkedIn
5464,2023-12-21,France,LinkedIn
5465,2022-07-09,Canada,Referral
5466,2023-01-23,Canada,LinkedIn
5467,2023-03-05,France,Organic
5468,2022-10-11,France,Google Ads
5469,2022-08-25,France,Google Ads
5470,2022-07-13,USA,Google Ads
5471,2022-10-14,Canada,Referral
5472,2022-05-16,UK,Organic
5473,2022-06-20,USA,Google Ads
5474,2022-06-08,USA,Google Ads
5475,2022-07-20,USA,Organic
5476,2023-05-02,UK,Referral
5477,2023-07-11,France,Referral
5478,2023-08-06,Canada,Organic
5479,2023-05-19,Germany,Referral
