customer_id,signup_date,country,acquisition_channel,revenue_each_customer,unsolved_issues,plan_type,monthly_fee,start_date,churn_date,churned,risk_score
6285,2023-09-02,Canada,Organic,449.84999999999997,0.0,Basic,29.99,2023-09-02,2024-11-11,True,high
6286,2022-05-07,Canada,LinkedIn,509.83,0.0,Premium,99.99,2022-05-07,,False,medium
6287,2023-04-28,USA,Referral,509.83,0.0,Premium,99.99,2023-04-28,,False,medium
6288,2022-06-17,Germany,LinkedIn,509.83,0.0,Basic,29.99,2022-06-17,,False,medium
6289,2023-08-15,Canada,Google Ads,509.83,0.0,Premium,99.99,2023-08-15,,False,medium
6290,2022-10-21,UK,Referral,509.83,0.0,Pro,59.99,2022-10-21,,False,medium
6291,2023-09-30,Germany,Google Ads,509.83,0.0,Pro,59.99,2023-09-30,,False,medium
6292,2022-12-09,UK,Organic,509.83,0.0,Pro,59.99,2022-12-09,,False,medium
6293,2022-11-06,Canada,Organic,509.83,1.0,Basic,29.99,2022-11-06,,False,medium
6294,2023-10-24,Germany,LinkedIn,509.83,1.0,Basic,29.99,2023-10-24,,False,medium
6295,2023-06-12,Canada,Organic,509.83,0.0,Pro,59.99,2023-06-12,,False,medium
6296,2023-06-24,USA,Google Ads,509.83,0.0,Premium,99.99,2023-06-24,2025-01-23,True,medium
6297,2023-02-23,Germany,Organic,509.83,0.0,Premium,99.99,2023-02-23,,False,medium
6298,2023-03-20,UK,Google Ads,509.83,0.0,Basic,29.99,2023-03-20,,False,medium
6299,2023-11-16,USA,LinkedIn,509.83,0.0,Pro,59.99,2023-11-16,,False,medium
6300,2023-07-12,France,LinkedIn,509.83,0.0,Premium,99.99,2023-07-12,,False,medium
6301,2022-08-24,UK,Google Ads,509.83,0.0,Basic,29.99,2022-08-24,2023-05-19,True,medium
6302,2023-03-15,Canada,Google Ads,509.83,0.0,Premium,99.99,2023-03-15,,False,medium
6303,2022-08-02,UK,Google Ads,449.84999999999997,0.0,Basic,29.99,2022-08-02,,False,high
6304,2022-03-26,France,Organic,449.84999999999997,1.0,Pro,59.99,2022-03-26,,False,high
6305,2022-03-26,UK,Google Ads,449.84999999999997,1.0,Pro,59.99,2022-03-26,,False,high
6306,2023-05-04,USA,Referral,449.84999999999997,1.0,Basic,29.99,2023-05-04,,False,high
6307,2022-03-06,UK,LinkedIn,449.84999999999997,0.0,Premium,99.99,2022-03-06,,False,high
6308,2023-10-08,Germany,Google Ads,449.84999999999997,0.0,Basic,29.99,2023-10-08,2024-06-29,True,high
6309,2023-10-25,France,Referral,449.84999999999997,0.0,Premium,99.99,2023-10-25,2024-04-12,True,high
6310,2023-09-19,UK,LinkedIn,449.84999999999997,0.0,Pro,59.99,2023-09-19,2024-03-16,True,high
6311,2022-03-05,France,Google Ads,449.84999999999997,0.0,Basic,29.99,2022-03-05,,False,high
6312,2022-12-09,USA,LinkedIn,449.84999999999997,0.0,Basic,29.99,2022-12-09,,False,high
6313,2022-12-18,Germany,Google Ads,449.84999999999997,0.0,Basic,29.99,2022-12-18,,False,high
6314,2022-06-07,Canada,Google Ads,449.84999999999997,0.0,Pro,59.99,2022-06-07,,False,high
6315,2023-08-12,UK,Referral,449.84999999999997,0.0,Pro,59.99,2023-08-12,,False,high
6316,2023-05-06,USA,Referral,449.84999999999997,1.0,Premium,99.99,2023-05-06,2024-05-09,True,high
6317,2023-10-20,France,Organic,449.84999999999997,1.0,Basic,29.99,2023-10-20,2025-02-21,True,high
6318,2023-04-08,France,Organic,449.84999999999997,1.0,Basic,29.99,2023-04-08,2024-07-21,True,high
6319,2022-08-13,USA,Referral,2199.7799999999997,0.0,Basic,29.99,2022-08-13,,False,low
6320,2022-11-09,UK,Google Ads,2199.7799999999997,0.0,Pro,59.99,2022-11-09,,False,low
6321,2023-09-07,Canada,Google Ads,2199.7799999999997,1.0,Basic,29.99,2023-09-07,,False,low
6322,2023-04-11,UK,Google Ads,2199.7799999999997,0.0,Pro,59.99,2023-04-11,,False,low
6323,2022-03-29,Germany,Referral,2199.7799999999997,0.0,Pro,59.99,2022-03-29,,False,low
6324,2022-10-30,UK,Organic,2199.7799999999997,0.0,Basic,29.99,2022-10-30,2024-05-23,True,low
6325,2023-11-11,Germany,Google Ads,2199.7799999999997,0.0,Pro,59.99,2023-11-11,2024-04-22,True,low
6326,2023-03-11,France,Google Ads,2199.7799999999997,1.0,Basic,29.99,2023-03-11,2024-05-09,True,low
6327,2023-11-13,Germany,Referral,2199.7799999999997,0.0,Basic,29.99,2023-11-13,2025-03-16,True,low
6328,2022-05-15,Canada,Google Ads,2199.7799999999997,0.0,Pro,59.99,2022-05-15,,False,low
6329,2022-02-19,USA,LinkedIn,2199.7799999999997,0.0,Pro,59.99,2022-02-19,,False,low
6330,2023-03-08,Germany,Referral,2199.7799999999997,0.0,Basic,29.99,2023-03-08,,False,low
6331,2022-12-06,UK,Referral,2199.7799999999997,0.0,Basic,29.99,2022-12-06,,False,low
6332,2022-12-13,Germany,Google Ads,2199.7799999999997,0.0,Premium,99.99,2022-12-13,2023-11-24,True,low
6333,2023-10-08,France,Organic,2199.7799999999997,1.0,Basic,29.99,2023-10-08,,False,low
6334,2022-12-13,Germany,Google Ads,2199.7799999999997,1.0,Premium,99.99,2022-12-13,,False,low
6335,2023-10-11,Canada,Organic,2199.7799999999997,1.0,Basic,29.99,2023-10-11,2024-08-10,True,low
6336,2022-09-02,Germany,Google Ads,2199.7799999999997,0.0,Basic,29.99,2022-09-02,,False,low
6337,2022-04-19,Canada,Organic,2199.7799999999997,0.0,Pro,59.99,2022-04-19,,False,low
6338,2023-06-17,UK,LinkedIn,2199.7799999999997,1.0,Premium,99.99,2023-06-17,,False,low
6339,2022-03-31,France,Google Ads,2199.7799999999997,1.0,Pro,59.99,2022-03-31,2023-11-05,True,low
6340,2022-10-23,USA,Organic,2199.7799999999997,1.0,Basic,29.99,2022-10-23,,False,low
6341,2022-04-22,UK,LinkedIn,299.95,1.0,Pro,59.99,2022-04-22,,False,high
6342,2023-08-12,UK,Google Ads,299.95,0.0,Pro,59.99,2023-08-12,,False,high
6343,2022-06-26,USA,Google Ads,299.95,0.0,Basic,29.99,2022-06-26,,False,high
6344,2022-12-09,Germany,LinkedIn,299.95,0.0,Basic,29.99,2022-12-09,,False,high
6345,2023-10-22,Germany,LinkedIn,299.95,0.0,Basic,29.99,2023-10-22,,False,high
6346,2022-04-11,Germany,LinkedIn,29.99,0.0,Basic,29.99,2022-04-11,,False,high
6347,2023-09-21,France,LinkedIn,719.88,0.0,Basic,29.99,2023-09-21,,False,medium
6348,2023-08-27,UK,LinkedIn,719.88,0.0,Basic,29.99,2023-08-27,,False,medium
6349,2023-02-05,Canada,LinkedIn,719.88,0.0,Basic,29.99,2023-02-05,,False,medium
6350,2022-01-28,USA,Referral,719.88,0.0,Basic,29.99,2022-01-28,,False,medium
6351,2023-06-21,UK,Google Ads,719.88,0.0,Basic,29.99,2023-06-21,,False,medium
6352,2022-02-27,Germany,Organic,719.88,0.0,Pro,59.99,2022-02-27,2023-02-13,True,medium
6353,2023-05-13,USA,Google Ads,719.88,0.0,Basic,29.99,2023-05-13,2024-12-11,True,medium
6354,2022-10-24,Canada,Google Ads,719.88,0.0,Basic,29.99,2022-10-24,,False,medium
6355,2022-05-14,UK,LinkedIn,719.88,0.0,Pro,59.99,2022-05-14,,False,medium
6356,2022-11-27,UK,Referral,719.88,0.0,Basic,29.99,2022-11-27,,False,medium
6357,2022-09-06,France,Google Ads,719.88,0.0,Pro,59.99,2022-09-06,,False,medium
6358,2023-07-04,UK,Google Ads,719.88,0.0,Pro,59.99,2023-07-04,,False,medium
6359,2022-03-16,UK,LinkedIn,719.88,0.0,Pro,59.99,2022-03-16,,False,medium
6360,2023-10-16,Canada,Organic,599.9,0.0,Basic,29.99,2023-10-16,,False,medium
6361,2022-06-17,Canada,Referral,599.9,0.0,Pro,59.99,2022-06-17,,False,medium
6362,2023-05-18,USA,Referral,599.9,0.0,Premium,99.99,2023-05-18,2023-08-29,True,medium
6363,2022-12-21,Germany,Google Ads,599.9,0.0,Basic,29.99,2022-12-21,,False,medium
6364,2022-08-13,Canada,Google Ads,599.9,0.0,Basic,29.99,2022-08-13,,False,medium
6365,2023-10-26,USA,Google Ads,599.9,0.0,Pro,59.99,2023-10-26,,False,medium
6366,2023-06-15,UK,Google Ads,599.9,0.0,Basic,29.99,2023-06-15,,False,medium
6367,2022-05-26,USA,Referral,599.9,0.0,Pro,59.99,2022-05-26,,False,medium
6368,2022-08-29,USA,Google Ads,599.9,1.0,Premium,99.99,2022-08-29,,False,medium
6369,2022-12-10,USA,Google Ads,599.9,1.0,Premium,99.99,2022-12-10,,False,medium
6370,2022-02-04,USA,LinkedIn,599.9,1.0,Basic,29.99,2022-02-04,,False,medium
6371,2023-12-03,Canada,Organic,119.98,1.0,Basic,29.99,2023-12-03,,False,high
6372,2022-01-01,Germany,Organic,119.98,1.0,Pro,59.99,2022-01-01,2022-10-13,True,high
6373,2022-06-02,USA,LinkedIn,1439.76,1.0,Basic,29.99,2022-06-02,,False,low
6374,2023-03-05,France,Google Ads,1439.76,0.0,Basic,29.99,2023-03-05,,False,low
6375,2023-05-23,UK,LinkedIn,1439.76,0.0,Basic,29.99,2023-05-23,,False,low
6376,2022-05-06,UK,Google Ads,1439.76,1.0,Basic,29.99,2022-05-06,,False,low
6377,2023-05-06,UK,LinkedIn,1439.76,1.0,Premium,99.99,2023-05-06,,False,low
6378,2023-04-27,UK,LinkedIn,1439.76,1.0,Basic,29.99,2023-04-27,2024-04-21,True,low
6379,2022-12-11,UK,LinkedIn,1439.76,0.0,Basic,29.99,2022-12-11,,False,low
6380,2022-08-09,USA,Organic,1439.76,0.0,Basic,29.99,2022-08-09,2023-02-19,True,low
6381,2023-12-24,Germany,LinkedIn,1439.76,1.0,Pro,59.99,2023-12-24,,False,low
6382,2022-01-25,France,LinkedIn,1439.76,0.0,Basic,29.99,2022-01-25,,False,low
6383,2023-06-12,Canada,Google Ads,1439.76,1.0,Basic,29.99,2023-06-12,,False,low
6384,2022-07-01,France,Organic,1439.76,0.0,Basic,29.99,2022-07-01,,False,low
6385,2023-05-14,Canada,Google Ads,1439.76,0.0,Basic,29.99,2023-05-14,,False,low
6386,2023-10-03,Canada,Organic,1439.76,0.0,Pro,59.99,2023-10-03,2024-08-25,True,low
6387,2022-02-11,France,Google Ads,1439.76,0.0,Basic,29.99,2022-02-11,,False,low
6388,2023-04-26,USA,Google Ads,1439.76,0.0,Basic,29.99,2023-04-26,2024-08-27,True,low
6389,2023-03-15,UK,Organic,1439.76,0.0,Basic,29.99,2023-03-15,,False,low
6390,2023-02-06,USA,Google Ads,1439.76,0.0,Pro,59.99,2023-02-06,,False,low
6391,2023-06-30,UK,Organic,1439.76,0.0,Basic,29.99,2023-06-30,,False,low
6392,2022-12-11,Germany,Google Ads,1439.76,0.0,Basic,29.99,2022-12-11,2023-08-18,True,low
6393,2022-02-14,Canada,Organic,1439.76,0.0,Basic,29.99,2022-02-14,,False,low
6394,2023-10-08,France,LinkedIn,1439.76,0.0,Premium,99.99,2023-10-08,,False,low
6395,2022-01-21,Germany,LinkedIn,1439.76,0.0,Basic,29.99,2022-01-21,,False,low
6396,2023-09-26,UK,Google Ads,1439.76,0.0,Pro,59.99,2023-09-26,,False,low
6397,2022-03-11,USA,Google Ads,509.83,0.0,Pro,59.99,2022-03-11,2023-09-22,True,medium
6398,2022-02-17,France,Organic,509.83,0.0,Pro,59.99,2022-02-17,,False,medium
6399,2023-05-06,Canada,Google Ads,509.83,1.0,Basic,29.99,2023-05-06,,False,medium
6400,2023-07-05,Germany,Google Ads,509.83,1.0,Premium,99.99,2023-07-05,2024-05-06,True,medium
6401,2022-10-14,Canada,LinkedIn,509.83,0.0,Basic,29.99,2022-10-14,,False,medium
6402,2022-01-10,UK,Referral,509.83,0.0,Premium,99.99,2022-01-10,,False,medium
6403,2023-06-26,Canada,Google Ads,509.83,0.0,Basic,29.99,2023-06-26,,False,medium
6404,2022-10-01,USA,Google Ads,509.83,0.0,Basic,29.99,2022-10-01,,False,medium
6405,2023-08-23,Germany,Google Ads,509.83,0.0,Pro,59.99,2023-08-23,,False,medium
6406,2023-01-16,Germany,Organic,509.83,0.0,Premium,99.99,2023-01-16,,False,medium
6407,2022-11-25,USA,Google Ads,509.83,0.0,Basic,29.99,2022-11-25,,False,medium
6408,2023-04-24,Canada,Organic,509.83,1.0,Basic,29.99,2023-04-24,,False,medium
6409,2022-01-15,USA,Google Ads,509.83,0.0,Pro,59.99,2022-01-15,,False,medium
6410,2023-05-31,France,Google Ads,509.83,0.0,Pro,59.99,2023-05-31,,False,medium
6411,2022-07-10,USA,Referral,509.83,0.0,Pro,59.99,2022-07-10,,False,medium
6412,2022-06-17,Canada,Google Ads,509.83,0.0,Premium,99.99,2022-06-17,2023-04-19,True,medium
6413,2023-06-05,USA,LinkedIn,509.83,0.0,Basic,29.99,2023-06-05,,False,medium
6414,2023-09-13,UK,Organic,119.96,0.0,Basic,29.99,2023-09-13,,False,high
6415,2022-05-17,USA,Google Ads,119.96,0.0,Basic,29.99,2022-05-17,,False,high
6416,2022-06-03,USA,LinkedIn,119.96,0.0,Premium,99.99,2022-06-03,,False,high
6417,2023-01-23,Canada,Google Ads,119.96,0.0,Pro,59.99,2023-01-23,,False,high
6418,2022-07-28,France,Google Ads,719.88,0.0,Pro,59.99,2022-07-28,,False,medium
6419,2022-09-29,France,Google Ads,719.88,0.0,Basic,29.99,2022-09-29,2023-02-21,True,medium
6420,2022-05-23,Canada,Organic,719.88,0.0,Premium,99.99,2022-05-23,2023-07-17,True,medium
6421,2023-09-03,Canada,Google Ads,719.88,0.0,Premium,99.99,2023-09-03,,False,medium
6422,2022-03-10,Canada,Organic,719.88,0.0,Basic,29.99,2022-03-10,,False,medium
6423,2022-09-04,UK,Referral,719.88,0.0,Pro,59.99,2022-09-04,,False,medium
6424,2022-09-18,Germany,Google Ads,719.88,0.0,Basic,29.99,2022-09-18,2023-10-22,True,medium
6425,2022-03-20,USA,Referral,719.88,0.0,Basic,29.99,2022-03-20,,False,medium
6426,2023-10-20,Canada,Organic,719.88,0.0,Basic,29.99,2023-10-20,,False,medium
6427,2023-09-15,Canada,LinkedIn,719.88,0.0,Basic,29.99,2023-09-15,,False,medium
6428,2023-08-28,Canada,Referral,719.88,0.0,Premium,99.99,2023-08-28,,False,medium
6429,2023-06-09,France,Organic,719.88,0.0,Basic,29.99,2023-06-09,2024-06-23,True,medium
6430,2023-09-13,Canada,Google Ads,599.9,0.0,Basic,29.99,2023-09-13,,False,medium
6431,2022-11-26,USA,Organic,599.9,0.0,Basic,29.99,2022-11-26,,False,medium
6432,2022-07-08,Canada,Organic,599.9,0.0,Pro,59.99,2022-07-08,,False,medium
6433,2022-04-05,USA,LinkedIn,599.9,0.0,Premium,99.99,2022-04-05,,False,medium
6434,2023-09-09,UK,Organic,599.9,0.0,Basic,29.99,2023-09-09,,False,medium
6435,2022-01-08,Germany,Referral,599.9,1.0,Basic,29.99,2022-01-08,2022-12-19,True,medium
6436,2022-03-08,France,LinkedIn,599.9,1.0,Premium,99.99,2022-03-08,,False,medium
6437,2023-05-11,USA,Referral,599.9,0.0,Pro,59.99,2023-05-11,,False,medium
6438,2022-07-10,UK,Google Ads,599.9,0.0,Premium,99.99,2022-07-10,2023-09-17,True,medium
6439,2023-01-01,Germany,Referral,599.9,0.0,Pro,59.99,2023-01-01,,False,medium
6440,2023-06-05,Germany,Google Ads,239.92,0.0,Pro,59.99,2023-06-05,,False,high
6441,2022-04-27,Germany,Referral,239.92,0.0,Pro,59.99,2022-04-27,,False,high
6442,2022-09-24,USA,Google Ads,239.92,0.0,Premium,99.99,2022-09-24,,False,high
6443,2023-09-03,UK,Google Ads,239.92,0.0,Pro,59.99,2023-09-03,2024-05-03,True,high
6444,2023-04-30,Canada,Google Ads,239.92,0.0,Pro,59.99,2023-04-30,,False,high
6445,2023-05-24,UK,Organic,239.92,0.0,Premium,99.99,2023-05-24,2024-06-16,True,high
6446,2022-10-25,UK,Google Ads,239.92,1.0,Basic,29.99,2022-10-25,2024-04-19,True,high
6447,2022-06-13,UK,LinkedIn,239.92,1.0,Pro,59.99,2022-06-13,2023-04-05,True,high
6448,2023-01-11,USA,Google Ads,2199.7799999999997,1.0,Pro,59.99,2023-01-11,,False,low
6449,2023-10-15,USA,Referral,2199.7799999999997,0.0,Basic,29.99,2023-10-15,2024-11-14,True,low
6450,2022-09-25,USA,Google Ads,2199.7799999999997,0.0,Pro,59.99,2022-09-25,,False,low
6451,2023-07-03,UK,Google Ads,2199.7799999999997,2.0,Basic,29.99,2023-07-03,,False,low
6452,2022-03-15,USA,LinkedIn,2199.7799999999997,2.0,Basic,29.99,2022-03-15,,False,low
6453,2023-05-23,Germany,LinkedIn,2199.7799999999997,2.0,Basic,29.99,2023-05-23,,False,low
6454,2022-03-14,USA,Google Ads,2199.7799999999997,0.0,Pro,59.99,2022-03-14,,False,low
6455,2022-11-04,France,Referral,2199.7799999999997,0.0,Basic,29.99,2022-11-04,2024-05-02,True,low
6456,2022-07-18,USA,Organic,2199.7799999999997,0.0,Premium,99.99,2022-07-18,2023-11-01,True,low
6457,2022-05-10,USA,Google Ads,2199.7799999999997,0.0,Basic,29.99,2022-05-10,,False,low
6458,2023-07-26,USA,Google Ads,2199.7799999999997,0.0,Basic,29.99,2023-07-26,,False,low
6459,2023-09-07,USA,LinkedIn,2199.7799999999997,0.0,Premium,99.99,2023-09-07,,False,low
6460,2023-05-02,France,Google Ads,2199.7799999999997,0.0,Pro,59.99,2023-05-02,,False,low
6461,2022-05-31,Canada,Organic,2199.7799999999997,0.0,Basic,29.99,2022-05-31,2023-03-06,True,low
6462,2023-10-31,USA,LinkedIn,2199.7799999999997,1.0,Premium,99.99,2023-10-31,,False,low
6463,2022-07-25,Germany,Referral,2199.7799999999997,0.0,Basic,29.99,2022-07-25,,False,low
6464,2022-06-28,France,Referral,2199.7799999999997,0.0,Premium,99.99,2022-06-28,,False,low
6465,2022-07-16,Canada,Referral,2199.7799999999997,0.0,Basic,29.99,2022-07-16,,False,low
6466,2022-03-30,USA,Google Ads,2199.7799999999997,0.0,Basic,29.99,2022-03-30,2023-04-14,True,low
6467,2023-03-10,Canada,Organic,2199.7799999999997,0.0,Premium,99.99,2023-03-10,,False,low
6468,2022-07-02,Germany,LinkedIn,2199.7799999999997,0.0,Pro,59.99,2022-07-02,2022-10-26,True,low
6469,2022-07-28,France,Google Ads,2199.7799999999997,0.0,Pro,59.99,2022-07-28,2023-04-23,True,low
6470,2023-05-08,France,Referral,1599.84,0.0,Basic,29.99,2023-05-08,2023-10-28,True,low
6471,2022-05-10,Canada,Google Ads,1599.84,0.0,Basic,29.99,2022-05-10,,False,low
6472,2023-10-27,USA,Google Ads,1599.84,0.0,Basic,29.99,2023-10-27,,False,low
6473,2022-01-13,UK,LinkedIn,1599.84,0.0,Premium,99.99,2022-01-13,,False,low
6474,2023-09-26,France,LinkedIn,1599.84,0.0,Pro,59.99,2023-09-26,2024-05-21,True,low
6475,2022-04-16,UK,Referral,1599.84,0.0,Basic,29.99,2022-04-16,,False,low
6476,2023-01-10,France,Google Ads,1599.84,1.0,Basic,29.99,2023-01-10,,False,low
6477,2023-08-05,USA,LinkedIn,1599.84,1.0,Basic,29.99,2023-08-05,2024-01-22,True,low
6478,2023-12-08,USA,Google Ads,1599.84,0.0,Premium,99.99,2023-12-08,,False,low
6479,2023-11-29,France,LinkedIn,1599.84,0.0,Premium,99.99,2023-11-29,,False,low
6480,2022-04-09,Canada,Referral,1599.84,0.0,Basic,29.99,2022-04-09,,False,low
6481,2023-08-17,USA,LinkedIn,1599.84,0.0,Basic,29.99,2023-08-17,2025-02-01,True,low
6482,2023-08-10,USA,Organic,1599.84,0.0,Premium,99.99,2023-08-10,,False,low
6483,2022-07-11,Germany,Organic,1599.84,0.0,Pro,59.99,2022-07-11,,False,low
6484,2022-11-21,USA,Organic,1599.84,0.0,Pro,59.99,2022-11-21,2023-05-18,True,low
6485,2023-12-27,Germany,Organic,1599.84,0.0,Pro,59.99,2023-12-27,,False,low
6486,2023-04-12,USA,LinkedIn,539.91,0.0,Basic,29.99,2023-04-12,,False,medium
6487,2023-01-02,USA,Organic,539.91,0.0,Basic,29.99,2023-01-02,,False,medium
6488,2022-11-14,Canada,Organic,539.91,0.0,Basic,29.99,2022-11-14,,False,medium
6489,2022-05-24,Canada,LinkedIn,539.91,0.0,Pro,59.99,2022-05-24,,False,medium
6490,2023-01-19,USA,Google Ads,539.91,1.0,Basic,29.99,2023-01-19,2023-06-01,True,medium
6491,2022-08-04,France,Google Ads,539.91,1.0,Basic,29.99,2022-08-04,,False,medium
6492,2022-12-27,France,Organic,539.91,0.0,Basic,29.99,2022-12-27,,False,medium
6493,2022-11-20,USA,Referral,539.91,1.0,Pro,59.99,2022-11-20,2023-04-15,True,medium
6494,2022-01-15,France,Organic,539.91,1.0,Pro,59.99,2022-01-15,,False,medium
6495,2022-08-05,USA,Google Ads,539.91,0.0,Basic,29.99,2022-08-05,,False,medium
6496,2023-05-07,Canada,Google Ads,59.99,0.0,Pro,59.99,2023-05-07,,False,high
6497,2023-07-01,UK,LinkedIn,329.89,0.0,Basic,29.99,2023-07-01,,False,high
6498,2022-07-02,Germany,Organic,329.89,1.0,Basic,29.99,2022-07-02,,False,high
6499,2022-09-27,France,Google Ads,329.89,1.0,Basic,29.99,2022-09-27,,False,high
6500,2023-04-12,France,Organic,329.89,1.0,Pro,59.99,2023-04-12,,False,high
6501,2023-09-04,Canada,LinkedIn,329.89,1.0,Premium,99.99,2023-09-04,,False,high
6502,2023-06-03,France,Google Ads,329.89,0.0,Premium,99.99,2023-06-03,,False,high
6503,2023-06-26,USA,Google Ads,329.89,0.0,Basic,29.99,2023-06-26,,False,high
6504,2023-04-12,USA,Google Ads,329.89,0.0,Pro,59.99,2023-04-12,,False,high
6505,2022-11-01,UK,Google Ads,329.89,0.0,Basic,29.99,2022-11-01,,False,high
6506,2022-05-24,UK,Referral,329.89,0.0,Basic,29.99,2022-05-24,,False,high
6507,2022-04-21,UK,Google Ads,329.89,0.0,Premium,99.99,2022-04-21,2023-07-11,True,high
6508,2022-08-20,USA,Google Ads,329.89,0.0,Premium,99.99,2022-08-20,,False,high
6509,2023-11-22,UK,Organic,149.95,1.0,Premium,99.99,2023-11-22,,False,high
6510,2023-08-07,UK,Referral,149.95,1.0,Pro,59.99,2023-08-07,,False,high
6511,2023-12-23,USA,LinkedIn,149.95,0.0,Basic,29.99,2023-12-23,,False,high
6512,2023-08-15,Canada,Google Ads,149.95,0.0,Premium,99.99,2023-08-15,,False,high
6513,2023-05-15,France,Organic,149.95,0.0,Basic,29.99,2023-05-15,2024-05-18,True,high
6514,2023-08-18,Germany,Organic,149.95,0.0,Pro,59.99,2023-08-18,,False,high
6515,2023-07-08,USA,Referral,799.92,0.0,Premium,99.99,2023-07-08,2024-02-29,True,medium
6516,2022-09-30,USA,Organic,799.92,0.0,Pro,59.99,2022-09-30,2023-02-13,True,medium
6517,2023-12-04,Germany,Organic,799.92,0.0,Basic,29.99,2023-12-04,,False,medium
6518,2022-06-22,Germany,LinkedIn,799.92,0.0,Basic,29.99,2022-06-22,,False,medium
6519,2022-01-07,UK,LinkedIn,799.92,0.0,Pro,59.99,2022-01-07,,False,medium
6520,2022-06-04,Germany,Google Ads,799.92,0.0,Basic,29.99,2022-06-04,,False,medium
6521,2023-06-06,France,Google Ads,799.92,0.0,Premium,99.99,2023-06-06,2023-12-30,True,medium
6522,2023-06-30,France,Google Ads,799.92,1.0,Basic,29.99,2023-06-30,,False,medium
6523,2023-07-02,France,Google Ads,359.88,1.0,Basic,29.99,2023-07-02,2024-03-26,True,high
6524,2023-06-02,France,Google Ads,359.88,0.0,Basic,29.99,2023-06-02,,False,high
6525,2022-08-03,France,Organic,359.88,0.0,Pro,59.99,2022-08-03,,False,high
6526,2022-05-14,UK,Google Ads,359.88,0.0,Pro,59.99,2022-05-14,,False,high
6527,2022-10-12,USA,Organic,359.88,1.0,Pro,59.99,2022-10-12,,False,high
6528,2022-05-06,Germany,Referral,359.88,0.0,Pro,59.99,2022-05-06,,False,high
6529,2023-03-15,USA,Google Ads,359.88,0.0,Pro,59.99,2023-03-15,,False,high
6530,2023-11-17,Germany,Referral,359.88,0.0,Basic,29.99,2023-11-17,,False,high
6531,2022-06-01,UK,Google Ads,359.88,0.0,Pro,59.99,2022-06-01,,False,high
6532,2022-11-27,UK,Organic,359.88,0.0,Basic,29.99,2022-11-27,2024-05-30,True,high
6533,2023-06-22,Canada,Organic,359.88,0.0,Basic,29.99,2023-06-22,,False,high
6534,2023-01-18,Canada,Google Ads,359.88,0.0,Basic,29.99,2023-01-18,,False,high
6535,2022-04-25,UK,Organic,209.92999999999998,0.0,Basic,29.99,2022-04-25,,False,high
6536,2023-04-27,UK,LinkedIn,209.92999999999998,0.0,Pro,59.99,2023-04-27,,False,high
6537,2022-10-11,Germany,Google Ads,209.92999999999998,0.0,Pro,59.99,2022-10-11,,False,high
6538,2022-03-16,UK,LinkedIn,209.92999999999998,0.0,Basic,29.99,2022-03-16,,False,high
6539,2022-06-15,USA,LinkedIn,209.92999999999998,0.0,Premium,99.99,2022-06-15,,False,high
6540,2022-07-08,Germany,Google Ads,209.92999999999998,0.0,Basic,29.99,2022-07-08,,False,high
6541,2022-03-19,UK,LinkedIn,209.92999999999998,1.0,Pro,59.99,2022-03-19,,False,high
6542,2023-08-25,Germany,Google Ads,659.78,1.0,Premium,99.99,2023-08-25,,False,medium
6543,2023-11-19,Germany,Referral,659.78,1.0,Basic,29.99,2023-11-19,,False,medium
6544,2022-01-21,France,Google Ads,659.78,1.0,Basic,29.99,2022-01-21,,False,medium
6545,2023-07-20,Canada,Organic,659.78,0.0,Basic,29.99,2023-07-20,,False,medium
6546,2022-07-03,Germany,LinkedIn,659.78,0.0,Pro,59.99,2022-07-03,2022-10-21,True,medium
6547,2022-08-10,Germany,Google Ads,659.78,0.0,Premium,99.99,2022-08-10,2023-03-07,True,medium
6548,2022-11-24,France,Google Ads,659.78,0.0,Premium,99.99,2022-11-24,,False,medium
6549,2022-06-28,UK,Google Ads,659.78,0.0,Pro,59.99,2022-06-28,,False,medium
6550,2022-04-22,Germany,LinkedIn,659.78,0.0,Pro,59.99,2022-04-22,,False,medium
6551,2023-12-27,France,Google Ads,659.78,0.0,Basic,29.99,2023-12-27,,False,medium
6552,2022-02-28,USA,Organic,659.78,0.0,Premium,99.99,2022-02-28,,False,medium
6553,2022-11-23,France,Organic,659.78,3.0,Basic,29.99,2022-11-23,,False,medium
6554,2023-09-13,Canada,LinkedIn,659.78,3.0,Pro,59.99,2023-09-13,2024-06-09,True,medium
6555,2023-10-31,Canada,Google Ads,659.78,3.0,Pro,59.99,2023-10-31,2024-05-12,True,medium
6556,2022-07-10,UK,Google Ads,659.78,3.0,Basic,29.99,2022-07-10,,False,medium
6557,2022-07-19,UK,Referral,659.78,0.0,Basic,29.99,2022-07-19,,False,medium
6558,2022-11-08,Canada,LinkedIn,659.78,1.0,Basic,29.99,2022-11-08,,False,medium
6559,2023-12-09,Canada,LinkedIn,659.78,1.0,Basic,29.99,2023-12-09,,False,medium
6560,2022-02-04,Germany,Referral,659.78,1.0,Pro,59.99,2022-02-04,,False,medium
6561,2023-01-14,Canada,Google Ads,659.78,1.0,Basic,29.99,2023-01-14,2024-04-17,True,medium
6562,2023-01-22,UK,Organic,659.78,1.0,Pro,59.99,2023-01-22,2024-04-03,True,medium
6563,2022-08-25,Canada,Google Ads,659.78,0.0,Pro,59.99,2022-08-25,,False,medium
